id,name,url,phone,email,description,logo_url,vendor_page_url,geographic_coverage,founded,company_size,company_type,industry_focus,specializations,social_links,contractor_rating,client_reviews,equipment_requirements,training_provided,payment_frequency,assignment_process,job_volume,onboarding_process,required_technology,equipment_provision,bbb_status,industry_recognition,recruiter_contact,qualifications,pay_range,compensation_structure,created_at,updated_at,categories,pay_max,pay_min,pay_type,rating,services,source,is_published,slug,starter_featured,starter_rank,brand_primary,brand_secondary,latitude,longitude,address,vendor_verified,address_source,address_confidence
c2a07764-e18a-4a65-ae18-afc15c582f9d,Guardian Portfolio Services,https://www.guardianps.com,(727) 578-6161,vendors@guardianps.com,Guardian Portfolio ServicesInc. (GPS) has been providing field services to the financial industry since 1997. We provide promptprofessional and accurate information that will assist youthe creditorin protecting and enhancing the integrity of your receivables,https://www.guardianps.com/welcome/wp-content/uploads/2016/03/gpslogo.png,https://www.guardianps.com/welcome/field-agent-opportunities/,National,2006,Medium,Private Company (LLC),Mortgage Field ServicesProperty PreservationREO ManagementProperty InspectionsValuation Support.,Provides comprehensive cradle to grave mortgage field services for mortgage servicerslendersinvestorsand asset managers handling defaulted properties and Real Estate Owned (REO) assets. Emphasizes a full spectrum of default management solutions.,[],4,,For Preservation Vendors: Truck/van suitable for hauling toolsmaterialsand debris; a full range of tools and equipment for property maintenance and repair (lawnmowerstrimmersblowershand toolspower toolssecuring supplieswinterization equipmentcleaning suppliessafety gear); smartphone or tablet with a high-quality camera and internet access for field reporting app/portal; generator often recommended. For Inspectors: Reliable vehiclesmartphone or tablet with camera and internet access.”,FALSE,Payment terms in the property preservation industry commonly range from Net 30 to Net 60 days after approved completion of the work ordersubmission of all compliant photo/video documentation and required forms via the vendor portaland proper invoicing. Payment method is typically direct deposit or check.,Work orders are dispatched electronically to approved vendors via Guardian Portfolio Services' online vendor portal. Assignments are typically based on the vendor's registered coverage area (by zip codes/counties)listed service capabilities (inspectionsspecific preservation tasks)capacity to handle volumeand performance metrics (qualitytimelinesscomplianceclient feedback).,Variable; depends heavily on the volume of defaulted properties and REO inventory from Guardian's clients (mortgage servicersbanksasset managers) in the vendor's specific coverage areaas well as the vendor's capacityefficiencyand performance. Can be substantial in high-default areas but is a highly competitive sector.,Online application process typically initiated via the Field Agent Opportunities or similar Become a Vendor page on the Guardian Portfolio Services website. Requires submission of detailed business informationrelevant experienceservice coverage areasW9 formand certificates of insurance (COIs) for General LiabilityE&O (if required)Autoand Workers' Compensation (meeting Guardian's specific requirements). Aspen Grove Background Check (ABC#) for principals and all crew members accessing properties is usually mandatory. A vetting process includes review of qualificationsinsurance complianceand background checks before portal access and work assignment is granted.,utilizes a proprietary or industry-standard web-based vendor portal (such as Property Pres Wizard (PPW)VendorScapeEZ Inspectionsor a custom platform) for comprehensive work order managementreal-time communicationuploading extensive photo/video documentation and required formssubmitting bids/estimatesmanaging invoicesand accessing detailed client guidelines and specifications.,Contractor-supplied,B- RatingNR. (Guardian Portfolio ServicesLLCLargoFL. BBB profile checked May 2024; accreditation and rating can changeverify for most current status.) The user-provided TN PO Box is a mailing address; the LargoFL address appears to be an operational or previously listed primary location. Recent sources also point to a StaffordTX operational address.,Long-standing national player in the mortgage field services sectorproviding property preservationinspectionand REO management services to a range of clients in the default mortgage industry.,Use the Field Agent Opportunities link on their website to apply or inquire: https://www.guardianps.com/welcome/field-agent-opportunities/,General Liability insurance (typically $1M/$2M aggregate) required for preservation vendorsstrongly recommended for inspectors.” Errors & Omissions (E&O) insurance often requiredparticularly for preservation and valuation-related tasks.” Commercial Auto Liability insurance for preservation vendors.” Workers' Compensation insurance (meeting state requirements or providing a valid state-approved exemption).” Valid Aspen Grove Background Check (ABC#) strongly recommended or required for all individuals accessing properties.” Relevant trade skills and extensive experience in property maintenancerepairand preservation for preservation vendors.” No specific licenses generally required for basic property inspectionsbut licensed tradespeople (plumbingelectricalHVAC) are needed for specific repair types if undertaken.” Business license as required by state/local authorities.”,,,2025-11-10 19:19:18.896292+00,2026-01-11 19:32:18.775889+00,"[""Mortgage Services"",""Mystery Shopping"",""Retail Audits""]",75,15,/inspection,4,Field ServicesMortgage Field ServicesREO,,true,guardian-portfolio-services,,,,,40.776557,-73.466009,"1120 Old Country Road, Plainview, NY 11803",true,"NYS GIS Program Office, State Geographic Information Officer (GIO)",
c3065797-be32-4063-ab0e-5c97a0820f75,Canadian Mortgage Loan Services Limited,http://www.cmls.ca,1.866.426.2657,,With offices across the countrywe provide a wide range of commercial lending servicesresidential real estate mortgages and institutional services.,https://www.cmls.ca/img/logo.svg?v=1.01,,,,,,,,[],,,,,,,,,,,,,,,,,,2026-01-11 19:32:18.775889+00,"[""Field Services""]",,,,,,,true,canadian-mortgage-loan-services-limited,,,,,45.628712,-122.647206,"1066 West Hastings Street, Suite 2110, Vancouver, BC V6E 3X2",true,TIGER/Line® from the US Census Bureau,
c32f2bbd-ce33-4b09-badc-5cd42fb9fbae,Independent Field Connections,https://ifconnects.com/,(702) 550-1500,rob@ifconnects.com,,"https://static.wixstatic.com/media/6c6eaf_4a06166b7a564f8d9227f3e8301fee03~mv2.png/v1/fill/w_579,h_119,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/IFCHiResLogo.png",https://www.indeed.com/cmp/Independent-Field-Connections/jobs,National,2018,Small,Private Company (LLC),Mortgage Field ServicesLegal Support ServicesGeneral Business VerificationNotary Services.,Provides a range of on-site field services for various industriesincluding mortgagelegaland general businessby leveraging a network of independent contractors to fulfill assignments like inspectionsdocument handlingand mobile notary services.,"[""https://www.linkedin.com/company/independent-field-connections-""""https://www.facebook.com/IndependentConnections""]",4,,Reliable transportation”Smartphone with a good quality camera and GPS capabilities (for photosgeo-taggingand potential mobile reporting)”Reliable internet access (for receiving assignments and uploading reports/documents)”Portable printer/scanner (may be beneficial for document services roles)”Professional appearance and demeanor.” For Notary work: Active Notary Public commission in their state of operationall required notary supplies (sealjournal).” For basic Property Preservation tasks: Basic hand toolsability to accurately document work performed with photos.”,FALSE,Net 30 to Net 45 days,Assignments are dispatched via emaila web-based portalor potentially a mobile application to registered and approved contractors. Contractors typically accept assignments within their designated coverage area based on their availabilityspecific qualifications (e.g.active Notary commission for notary work)and proximity.,Variable; depends heavily on client demand for IFC's range of services in the contractor's specific geographic area. This is a source of supplemental income rather than consistent full-time workespecially as IFC appears to be a Smaller companyso overall assignment volume may be less than that of larger national service providers.,Recruitment is often conducted through online job boards (e.g.IndeedLinkedIn) where IFC posts opportunities for specific roles like Mobile Notary Public & Field Inspector. The application process involves submitting a resume or details of relevant experiencedefining service coverage areaverification of credentials (e.g.Notary commissionNNA certification)W9 formauthorization for a background checkand signing an independent contractor agreement. Their website has a contact page but no direct Become a Contractor portal.,utilizes a web-based portal or a mobile application for assignment managementaccessing instructionssubmitting reports and required documentation (photossigned forms)or could be primarily email-based for communication and deliverablesespecially for a Smaller operation. Contractors would use standard office software and mobile apps for communication and documentation.,Contractor-supplied,A+Accredited by BBB since 05/15/2019. (Independent Field ConnectionsLLCColorado SpringsCO. As of May 2025; verify current status on BBB website.),Provider of a range of on-site field servicesincluding property inspectionsdocument servicesmobile notary servicesand potentially basic property preservation tasks. Leverages a network of independent contractors to fulfill assignments for various industries.,Monitor major job boards (e.g.IndeedLinkedIn) for Independent Field Connections openings for roles like Mobile Notary Public & Field Inspector or Process Server & Field Inspector. Alternativelycontact them via the email listed on their website to inquire about contractor opportunities.,Background check commonly required for all contractors.” For Mobile Notary assignments: Active Notary Public commission in the relevant stateErrors & Omissions (E&O) insurance for notariesand often NNA (National Notary Association) certification and background screening.” No specific professional licenses are generally required for basic inspection types or document deliverybut experience in field servicesprocess servingreal estateor property inspection is beneficial.”,,,2025-11-10 19:19:18.896292+00,2026-01-11 19:32:18.775889+00,"[""Insurance Inspection"",""Property Inspection"",""Risk Assessment""]",300,75,/appraisal,4,Field ServicesInspectionsInsurance Inspection,,false,independent-field-connections,,,,,37.696218,-121.74233,"4435 N First St, #353, Livermore, CA 94551",true,Alameda (Alameda County),
c39eb6c9-8570-4155-aaa6-10ddfbb10926,Wilmot Field ServicesLLC,https://wilmotfieldservices.weebly.com,,,Wilmot Field ServicesLLC provides mortgage servicing support to a wide array of public and private clients. Our network of contractors provides real time information and a range of preservation services on residential properties throughout the state of South Carolinasouthern North Carolinaand eastern Georgia.,https://wilmotfieldservices.weebly.com/uploads/1/4/0/4/14048116/3694747.jpg,,,,,,,,[],,,,,,,,,,,,,,,,,,2026-01-11 19:32:18.775889+00,"[""Property Preservation""]",,,,,,,true,wilmot-field-servicesllc,,,,,44.099169,-123.468389,Address Not Publicly Listed,true,TIGER/Line® dataset from the US Census Bureau,
c3c15840-5c95-4fc0-ae1d-2b68a95519fa,Leeway Inspections,https://www.leewayinspections.com,(916) 714-9400,office@leewayinspections.com,,https://images.squarespace-cdn.com/content/v1/6442d07ead47043e38de2ab5/e22ad445-a11e-49fa-bde3-c3e6ba008c89/TRANSPARENT+Leeway-Logo-v1+%281%29.png?format=1500w,https://www.leewayinspections.com/onsite-inspectors,National,2018,Small,Private,Mortgage Field ServicesReal EstateInsurance,Provides field inspection services to support mortgage servicerslendersinsurance companiesand property managers.,"[""https://www.linkedin.com/company/leeway-inspections-inc""""https://x.com/LeewayInsp""""https://www.facebook.com/leewayinspectionsincnationwide/""""https://www.instagram.com/leeway_home_inspection/""]",5,,Reliable transportationSmartphone with high-quality camera and GPSInternet accessMeasuring device (tape/wheel),TRUE,bi-weekly or monthly,Assignments dispatched through online platform or mobile app. Inspectors claim assignments in their chosen coverage areas.,Variable,Online application through Join Our Team page.,Web-based platform or mobile app,Contractor-supplied,Not Rated by BBB,Newer companyindustry recognition not yet widely established.,Apply via Join Our Team page: https://www.leewayinspections.com/joinourteam,Background check,,,2025-11-10 19:19:18.896292+00,2026-01-11 19:32:18.775889+00,"[""Property Inspection"",""Asset Management"",""Field Services""]",50,20,/inspection,5,Asset ManagementField ServicesInspectionsInsurance Inspection,,false,leeway-inspections,,,,,32.771419,-97.291484,"P.O. Box 470477, Fort Worth, TX 76147",true,TIGER/Line® dataset from the US Census Bureau,
c42ed8e5-5e98-4ce4-88b2-2630d4ade784,Millennium Information ServicesInc.,http://www.millinfo.com,,,"Since 1991Millennium Information Services has been a pioneer in bringing P&C insurers new and innovative ways to collectmanageand mine an extensive range of property and performance data – fueling true underwriting intelligence.

By providing proprietary technology and client service for the full property inspection and analysis lifecycleour nationwide inspectionstechnology toolsand analytic solutions make it easier to build more profitablepredictable homeowners’ portfolios.",https://www.millinfo.com/wp-content/themes/MIS/images/logo.png,,,,,,,,"[""Questionnaire https://forms.office.com/pages/responsepage.aspx?id=whb8LxcqV0CY7E8AzjuOUrrHM4zNcQNEt_AwoSg3jepUODhQSzZYN002VkFDVzZCVUROS0pIODNaRy4u&route=shorturl""]",,,,,,,,,,,,,,,,,,2026-01-11 19:32:18.775889+00,"[""Field Services""]",,,,,,,true,millennium-information-servicesinc,,,,,41.844156,-87.946196,"1100 Jorie Blvd, Suite 250, Oak Brook, IL 60523",true,Dupage,
c57f9fa2-fcd6-4683-9006-653e5a3fad8e,TheBest Claims Solutions,,,,"TheBest Claims Solutions appears to be an insurance claims and inspection services brand name used in regional or independent adjuster contexts. No verified corporate website, vendor portal, or headquarters could be confirmed under this exact name.",,,Unknown,,,Private,Insurance Claims & Inspections,,[],,,,,,,,,,,,,,,,,2025-12-11 20:47:00.522071+00,2026-01-11 19:32:18.775889+00,"[""Insurance Claims Services, Field Inspections""]",,,,,,,false,thebest-claims-solutions,,,,,33.629518,-112.030238,"15685 N. Cave Creek Road, Phoenix, AZ 85032",false,Maricopa,
c5b4f065-a73a-418a-ae74-faac635f15b1,"ReloOlogy Inspection Management Services, LLC",https://www.reloology.com/,215-478-6813,info@reloology.com,"ReloOlogy is a nationwide property inspection management company serving relocation, trust, title, and corporate clients with residential and specialty inspections. They maintain an extensive network of licensed inspectors across the U.S. and Canada.}",,https://www.reloology.com/join-our-network/,Nationwide,2013,51–200,Private,Property Inspection Services,"Relocation Property Inspections, Radon Testing, Trust Property Assessments","{""linkedin"": ""https://www.linkedin.com/company/reloology-inspection-management-services-llc""}",,,"Smartphone, camera, transportation",Yes,,Inspection requests assigned through internal network portal,Moderate to High,Inspector network registration via portal,ReloOlogy inspector portal,Contractor supplied,,Relocation and trust inspection specialist,Inspector network support via portal,Inspector licensing and experience preferred,,,2025-12-12 05:37:47.376203+00,2026-01-11 19:32:18.775889+00,"[""Property Inspections, Relocation Services, Field Services""]",,,,,,,true,reloology-inspection-management-services-llc,,,,,32.810583,-96.805731,"3710 Rawlins St, Suite 1420, Dallas, TX 75219",,City of Dallas,
c5fe1e05-09de-4e6c-b318-2e5dc76af163,Dominion Due Diligence Group,https://www.d3g.com/,(804) 358-2020,,,https://cdn-ildnplo.nitrocdn.com/XDDqqRMCMgoOPEVctTYiXbLfTwjhYKgt/assets/images/optimized/rev-bcc17e0/www.d3g.com/wp-content/uploads/2025/04/Dominion-Due-Diligence-Logo-Gradient-rgb.png,https://recruiting.paylocity.com/Recruiting/Jobs/Details/3632558,,,,,,,[],,,,,,,,,,,,,,,,,2025-11-10 19:19:18.896292+00,2026-01-11 19:32:18.775889+00,"[""Field Services""]",,,,,,,false,dominion-due-diligence-group,,,,,37.511288,-77.678618,"201 Wylderose Dr, Midlothian, VA 23113",true,Virginia Geographic Information Network (VGIN),
c61395ac-d6c3-4abb-a3b6-b888ba2e13ea,Genuinsight LLC,https://www.genuinsight.com,(877) 894-6744,fieldagents@genuinsight.com,,https://www.genuinsight.com/uploads/8/3/5/6/83569032/published/genuinsight-logo-a17_1.jpeg?1524237280,https://www.genuinsight.com/become-a-inspector.html,National,2020,Small,Private Company (LLC),Field Inspections (Property ConditionOccupancy VerificationInsurance Loss Control SurveysInsurance Risk AssessmentsMerchant Site InspectionsBusiness Verifications).,Provides on-site field inspection and data collection services nationwide for clients in industries such as insurance (underwriting and claims support)financial services (merchant serviceslending)and mortgage servicing. Leverages a network of independent field agents.,"[""https://www.linkedin.com/company/genuinsight-llc-linkedin/""""https://www.facebook.com/genuinsight/""""https://www.instagram.com/gethefacts247/""]",2.5,,Reliable Vehicle for transportation to inspection sites.” Smartphone (iOS or Android) with high-quality cameraGPS capabilities for geo-taggingand reliable internet access (for mobile reporting app/platform).” Computer or tablet with internet access for detailed report submissioncommunicationand accessing guidelines if needed.” Measuring device (tape measuremeasuring wheellaser measure – depending on inspection type).” Valid Driver's License and appropriate auto insurance.” Background check required.”,TRUE,Typically bi-weekly (e.g.payments processed around the 1st and 15th of each month) for all inspection reports completedsubmittedand approved within a specific pay period. Payment is commonly made via direct deposit. Some contractors have noted payment cycles aligning with Net 15-30 days from the approval of a batch of work.,Assignments are dispatched to registered and approved field agentsvia a proprietary online portal or mobile applicationbased on their geographic coverage areaavailabilityqualifications for specific inspection typesand potentially their past performance metrics (qualitytimeliness).,Variable; depends significantly on client demand for inspections in the agent's specific service area. Can provide supplemental income; consistency of work volume can fluctuate based on client project flow and seasonal factors (e.g.insurance underwriting cycles).,Online application process typically initiated via the Field Agent or Careers page on the Genuinsight website. Process usually involves submitting a resume or details of relevant experiencedefining service coverage areaW9 formauthorization for a background checkproviding proof of auto insurancedirect deposit informationand signing an independent contractor agreement. Onboarding may include systems training and review of service standards.,utilizes a proprietary web-based platform and/or a third-party mobile inspection application for receiving assignmentsaccessing detailed instructions and checklistscapturing field data and photos (often with geo-tagging and timestamps)creating diagrams (if required)and submitting completed inspection reports.,Contractor-supplied,N/A. No BBB profile readily found for Genuinsight LLC with extensive review data or a rating. (As of May 2025).,Provider of nationwide field inspection and data collection servicesspecializing in insurance underwriting surveysfinancial collateral verificationand merchant site inspectionsengaging a network of independent field agents.,Use the Field Agent application page on their website: https://www.genuinsight.com/field-agent.html,Background check required.” No specific professional licenses are generally mandated for many basic inspection types (e.g.merchant sitebasic property condition)but experience in field servicesproperty inspectionconstructioninsurance (underwritingloss controlclaims)or related fields is highly beneficial.” Strong observational skillsattention to detailability to accurately follow complex checklists and guidelinesand good report writing skills are essential.”,,,2025-11-10 19:19:18.896292+00,2026-01-11 19:32:18.775889+00,"[""Property Inspection"",""Asset Verification"",""Field Services""]",75,15,/inspection,2.5,Field ServicesInspectionsInsurance Inspection,,false,genuinsight-llc,,,,,44.275702,-88.370856,"P.O. Box 1632, Appleton, WI 54912",true,TIGER/Line® dataset from the US Census Bureau,
c7b12931-a58c-47ac-9ef2-c97304d62997,System One,https://www.systemone.com/,,,"System One is a national staffing and professional services firm providing engineering, technical, IT, and field services talent to government and commercial clients across regulated industries.",,https://jobs.systemone.com/,Nationwide,1989,1000,Private,"Staffing, Engineering, Technical Services","Engineering Staffing, Field Services Talent, IT Staffing","{""linkedin"": ""https://www.linkedin.com/company/systemone""}",,,Role dependent,Yes,,Recruiter-led placement into client projects,High,"Job application, compliance, onboarding",ATS and client systems,Company or client provided,,Large national technical staffing firm,Recruiting teams via jobs portal,,,,2025-12-11 20:47:00.522071+00,2026-01-11 19:32:18.775889+00,"[""Staffing & Recruiting, Engineering & Technical Services""]",,,,,,,true,system-one,,,,,40.442006,-80.00003,"210 Sixth Avenue, Suite 3100, Pittsburgh, PA 15222",true,Allegheny,
c818276c-bd53-4d77-9f32-4885b2b908e6,Inspections Done Right LLC.,https://www.inspectionsdoneright.biz/,,,,,,,,,,,,"[""https://www.facebook.com/Consulting-Field-Services-107107534650252/"", ""https://www.linkedin.com/company/consulting-&-field-services/"", ""https://twitter.com/madebyflowcraft"", ""https://www.instagram.com/madebyflowcraft/""]",,,,,,,,,,,,,,,,,,2026-01-11 19:32:18.775889+00,"[""Field Services""]",,,,,,,false,inspections-done-right-llc,,,,,34.14979,-118.135812,"711 E Walnut St, Suite 305, Pasadena, CA 91101",true,"Los Angeles (Los Angeles County license to copy, publish, distribute and/or transmit the Data, to adapt the Data and to exploit the Data for commercial and/or personal use)",
c8864cca-417d-46d8-b14c-a78299083b12,Partner Enginerring & Science,https://www.partneresi.com,(800) 419-4923,,Partner is the leading provider of engineeringenvironmentalconstructionenergyand valuation consulting for the commercial real estate industry. We help our clients manage riskmake smart investmentsoptimize asset performanceand _win_ at their real estate investment strategies.,https://www.partneresi.com/wp-content/uploads/2022/02/logo.png,https://www.partneresi.com/careers,,,,,,,"[""https://wilmotfieldservices.weebly.com/"", ""https://wilmotfieldservices.weebly.com/"", ""https://wilmotfieldservices.weebly.com/""]",,,,,,,,,,,,,,,,,,2026-01-11 19:32:18.775889+00,"[""Field Services""]",,,,,,,true,partner-enginerring-science,,,,,33.836198,-118.320649,"2154 Torrance Blvd, Suite 200, Torrance, CA 90501",true,"Los Angeles (Los Angeles County license to copy, publish, distribute and/or transmit the Data, to adapt the Data and to exploit the Data for commercial and/or personal use)",
c89f3f6a-eb99-4926-a829-9d3a4c66231c,Koncept Carma,https://www.konceptcarma.com/,,,"Customer experience and mystery shopping firm providing on-site audits, field evaluations, and compliance checks across retail, automotive, and service industries.",,https://www.konceptcarma.com/become-a-shopper/,Nationwide,2009,11–50,Private,"Customer Experience, Field Audits","Mystery Shopping, Compliance Audits, On-Site Evaluations","{""linkedin"": ""https://www.linkedin.com/company/koncept-carma""}",,,"Smartphone, internet access",Yes,,Assignments posted and claimed through shopper portal,Moderate,"Shopper registration, training modules, acceptance screening",Web-based shopper portal,Contractor supplied,,MSPA member,Shopper support team via portal,Attention to detail and reporting accuracy required,,,2025-11-10 19:19:18.896292+00,2026-01-11 19:32:18.775889+00,"[""Mystery Shopping, Field Audits, Customer Experience Research""]",,,,,,,true,koncept-carma,,,,,47.299032,-122.213243,"1007 M St SE, Auburn, WA 98002",true,TIGER/Line® from the US Census Bureau,
c958af3b-6a94-4780-9363-a27761b899e2,Opteon,https://opteonsolutions.com/,(833) 740-2739,lauren@williamfallgroup.com.,,https://opteonsolutions.com/hubfs/Website%20Redesign%20Assets%20-%202023/Branding/logo.svg,https://opteonsolutions.com/us/vendors-opteon,National,,,Private,Real Estate,Provides valuation products and services to lenders and mortgage servicers.,"[""https://www.linkedin.com/company/opteon-usa/""""https://www.facebook.com/OpteonUSA/""]",2.5,,Appraisers: State-issued Appraisal License/CertificationE&O InsuranceBackground Check. BPO Agents: Real Estate LicenseE&O InsuranceBackground Check. Inspectors: Background Check.,TRUE,Net 30-45 days,Assignments offered via proprietary platform,Variable,Vendor application via website,Proprietary vendor platform,Contractor-supplied,,[Appears to be a standard AMC],[Use website contact methods for partnership inquiries],State Appraisal License/Certification (Appraisers)State Real Estate License (BPO Agents),,,2025-11-10 19:19:18.896292+00,2026-01-11 19:32:18.775889+00,"[""Real Estate Transaction Services"",""Property Inspection"",""Digital Closing""]",400,275,/inspection,2.5,Valuations,,false,opteon,,,,,40.056261,-75.669621,"300 Eagleview Blvd, Suite 100, Exton, PA 19341",true,Chester,
c9d279ed-a680-4328-a858-a974ee5a5b18,Absolute Value Management Corporation,https://avappraisalmgmt.com/,(617) 391-0000,office@avappraisalmgmt.com,,https://avmre.com/wp-content/uploads/2021/03/favicon-retina.png,https://avappraisalmgmt.com/appraiser-portal-landing,National,2009,,Private,Real EstateMortgage Lending,Compliance-focused appraisal management,[],3.4,,Computer with internet accessAppraisal softwareDigital cameraMeasuring toolsReliable transportation,FALSE,Net-30 days,Assignments are managed through AVM's online platform.,,Online registrationSubmission of licensingE&OresumeW-9and sample work.,AVM online platform,Contractor-supplied,NR,,https://avappraisalmgmt.com/become-an-appraiser/,State-licensed or certified appraiserE&O InsuranceBackground checkFHA Roster Appraiser (for FHA assignments),,,2025-11-10 19:19:18.896292+00,2026-01-11 19:32:18.775889+00,"[""Property Inspection"",""Appraisal Services""]",50,30,/inspection,3.4,Appraisal Services,,false,absolute-value-management-corporation,,,,,42.353149,-71.058031,"One Lincoln Street, 24th Floor, Boston, MA 02111",true,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",
caca4934-ad41-4d84-b79b-0b235b96118c,Overland Surveys,http://overlandsurveyorshouston.com,281-940-8869,,Send us a message or call for a survey quote. Use our contact form to tell us more about your projectand we will connect you with the services to fit your needs. We pride ourselves on reliabilityaccuracyand the fastest survey turn around time in Houston.,"https://img1.wsimg.com/isteam/ip/c015574d-36a3-4dec-9016-3fad6ed64aa3/Picture1.png/:/rs=h:179,cg:true,m/qt=q:95",,,,,,,,[],,,,,,,,,,,,,,,,,,2026-01-11 19:32:18.775889+00,"[""Field Services""]",,,,,,,true,overland-surveys,,,,,29.486512,-98.49757,"1528 W Contour Dr, Suite 204, San Antonio, TX 78212",true,City of San Antonio,
cb327f9f-5796-4d48-b423-1bc90a4cc968,TechniPower,https://www.technipower.com/,,,"TechniPower is a technical staffing and recruiting firm providing engineering, field service, and skilled technical talent to industrial and manufacturing clients.",,https://www.technipower.com/careers/,Nationwide,1987,201–500,Private,"Staffing, Engineering & Technical Services","Technical Staffing, Field Service Technicians, Engineering Roles","{""linkedin"": ""https://www.linkedin.com/company/technipower""}",,,Role dependent,Yes,,Recruiter-led placement,High,Careers application and onboarding,ATS and client systems,Company or client provided,,Well-established technical staffing firm,Recruiting team via careers portal,,,,2025-12-11 20:47:00.522071+00,2026-01-11 19:32:18.775889+00,"[""Technical Staffing, Engineering & Field Services""]",,,,,,,true,technipower,,,,,34.040454,-84.327606,"10 Mansell Court East, Suite 150, Roswell, GA 30076",true,Fulton (Fulton County),
cbb25e50-1450-4d77-a4f9-931983507123,Appraisal Nation,https://www.appraisalnation.com/,(866) 735-5705,status@appraisalnation.com,,https://www.appraisalnation.com/wp-content/uploads/2023/05/appraisal-nation-001.png,https://appraisalnation.appraisalscope.com/,National,2007,Medium,Private,"Real Estate Appraisal,Mortgage Lending,Valuation Services",National AMCBPO support,"[""https://www.linkedin.com/company/appraisal-nation""""https://twitter.com/appraisalnation""""https://www.facebook.com/AppraisalNation/""""https://www.instagram.com/appraisalnation/""]",3.1,,State-issued Appraiser LicenseE&O insuranceAppraisal softwareComputerReliable internetDigital cameraMeasuring tools,TRUE,Reportedly offers faster payment terms,Assignments offered via the AppraisalScope platform,High potential volume,Appraisers register and apply directly through the AppraisalScope platform link,AppraisalScope platform (web and mobile app),Contractor-supplied,NR,Inc. 5000 list recognition multiple years.,vendors@appraisalnation.com,Active State Appraiser License/Certification,,,2025-11-10 19:19:18.896292+00,2026-01-11 19:32:18.775889+00,"[""Property Inspection"",""Appraisal Services""]",600,300,/inspection,3.1,Appraisal ServicesBPO,,false,appraisal-nation,,,,,36.093114,-80.279471,"201 S Stratford Rd, Suite 200, Winston-Salem, NC 27103",true,Forsyth,
cbfde6c7-127d-447d-9438-c840ebb1c44f,Integrated Asset ServicesInc. now Sperry,https://www.sperrycre.com/,,,Contact local branch for vendor opportunities. Each branch has its own website (ie. Georgia is sperryga.com),https://www.sperrycre.com/wp-content/uploads/2021/12/sperry-cre-logo.png,,,,,,,,[],,,,,,,,,,,,,,,,,,2026-01-11 19:32:18.775889+00,"[""Field Services""]",,,,,,,true,integrated-asset-servicesinc-now-sperry,,,,,33.671333,-117.858296,"18881 Von Karman Avenue, Suite 800, Irvine, CA 92612",true,Orange (CC0 1.0),
cc7aadd3-a89a-4d27-9c5e-d5ccbbb97874,Hayman Residential Engineering ServicesLLC,https://haymanengineering.com,(605) 381-2254,,Hayman Residential Engineering Inc. caters to the engineering needs of the manufactured housing industry. We are always striving to bring engineering excellence to homeownerslenderscontractors and others who have had a difficult time finding engineering resources for manufactured homes. Manufactured housing is not a side-business for us—it is our area of expertise.,https://haymanengineering.com/wp-content/uploads/2021/05/Hayman-Engineering.png,https://haymanengineering.com/field-technicians/,,,,,,,[],,,,,,,,,,,,,,,,,,2026-01-11 19:32:18.775889+00,"[""Field Services""]",,,,,,,true,hayman-residential-engineering-servicesllc,,,,,40.691831,-73.334671,"400 W Main St, Suite 210, Babylon, NY 11702",true,"NYS GIS Program Office, State Geographic Information Officer (GIO)",
ccee3d19-5518-4efd-80a3-a88f775f24bb,Tru Appraisal,https://truppraisal.com/,(877) 878-1500,info@truppraisal.com,"Tru Appraisal provides residential real estate appraisal and valuation services supporting lenders, mortgage companies, and real estate professionals with compliant appraisal reporting.","https://img1.wsimg.com/isteam/ip/23d6156e-ff85-4421-bccc-4ec7358decf2/blob-52a4f60.png/:/rs=w:1280,h:191",https://truppraisal.com/contact/,Regional,2010,1–10,Private,Real Estate Valuations,"Residential Appraisals, Market Valuations","{""linkedin"": ""https://www.linkedin.com/company/tru-appraisal""}",3.1,,"Mobile device, appraisal software",TRUE,Typically Net 30-45 days,Direct client engagement,,Direct contact and credential verification,Appraisal software platforms,Contractor supplied,,Appraisal Management Company,https://truppraisal.com/appraiser-sign-up/,State appraisal licensing required,,,2025-12-11 20:47:00.522071+00,2026-01-11 19:32:18.775889+00,"[""Real Estate Appraisals, Valuations""]",,,,3.1,,,true,tru-appraisal,,,,,41.769068,-72.620669,"330 Roberts St, #302, East Hartford, CT 06108",true,Connecticut Geospatial Information Systems Council,
